ticket_id,channel,resolution_minutes
TKT-1533,email,110.7
TKT-0228,phone,62.9
TKT-0288,phone,90.5
TKT-1539,email,286.0
TKT-0294,phone,69.3
TKT-0255,phone,109.1
TKT-1683,email,41.2
TKT-0502,phone,112.8
TKT-0181,phone,68.7
TKT-0387,phone,86.9
TKT-1183,chat,34.6
TKT-0436,phone,87.5
TKT-1340,email,50.6
TKT-0401,phone,67.8
TKT-0441,phone,88.9
TKT-0479,phone,89.1
TKT-1531,email,98.2
TKT-1161,chat,61.0
TKT-0548,phone,84.6
TKT-1419,email,31.9
TKT-1457,email,201.3
TKT-0063,phone,51.0
TKT-0707,chat,96.7
TKT-1085,chat,101.9
TKT-1372,email,37.5
TKT-0573,phone,114.3
TKT-1304,email,86.8
TKT-0617,chat,101.7
TKT-1715,email,96.5
TKT-1695,email,81.7
TKT-1669,email,48.8
TKT-1437,email,30.4
TKT-0577,phone,102.4
TKT-1345,email,38.8
TKT-1277,email,40.9
TKT-1472,email,27.2
TKT-0302,phone,73.1
TKT-1439,email,81.7
TKT-1591,email,50.4
TKT-0078,phone,80.6
TKT-1212,email,58.6
TKT-0426,phone,105.8
TKT-0023,phone,94.7
TKT-0909,chat,60.4
TKT-0695,chat,111.4
TKT-1029,chat,87.6
TKT-0478,phone,108.4
TKT-0162,phone,74.0
TKT-0600,phone,96.8
TKT-0237,phone,109.4
TKT-1623,email,65.2
TKT-0455,phone,98.0
TKT-0716,chat,69.0
TKT-1346,email,189.0
TKT-1137,chat,50.9
TKT-1149,chat,67.4
TKT-0241,phone,106.4
TKT-0659,chat,78.2
TKT-0923,chat,56.3
TKT-1377,email,84.7
TKT-0737,chat,79.7
TKT-0170,phone,81.5
TKT-0277,phone,117.6
TKT-1105,chat,43.7
TKT-1039,chat,91.0
TKT-1225,email,43.7
TKT-1774,email,53.2
TKT-0897,chat,83.5
TKT-1438,email,31.3
TKT-1440,email,139.5
TKT-0988,chat,167.0
TKT-0266,phone,73.9
TKT-1182,chat,109.6
TKT-0812,chat,70.5
TKT-0161,phone,112.2
TKT-1177,chat,65.5
TKT-0129,phone,126.8
TKT-0771,chat,220.7
TKT-1658,email,105.1
TKT-1729,email,25.7
TKT-0713,chat,108.0
TKT-0323,phone,98.3
TKT-1160,chat,115.6
TKT-0740,chat,110.0
TKT-0314,phone,68.3
TKT-0791,chat,157.7
TKT-0637,chat,39.0
TKT-0197,phone,102.9
TKT-1461,email,80.2
TKT-0367,phone,77.4
TKT-0772,chat,86.9
TKT-1594,email,34.1
TKT-1141,chat,58.2
TKT-1241,email,53.8
TKT-1012,chat,97.1
TKT-1203,email,41.1
TKT-1143,chat,49.4
TKT-1118,chat,55.9
TKT-0895,chat,46.3
TKT-1490,email,77.5
TKT-0102,phone,78.5
TKT-1244,email,148.6
TKT-0846,chat,60.4
TKT-0866,chat,155.1
TKT-0123,phone,90.2
TKT-1404,email,34.1
TKT-1125,chat,91.9
TKT-0307,phone,97.0
TKT-1247,email,85.5
TKT-0447,phone,87.7
TKT-0776,chat,45.7
TKT-1520,email,31.0
TKT-1008,chat,55.8
TKT-1562,email,93.0
TKT-0508,phone,117.6
TKT-0219,phone,73.0
TKT-1069,chat,96.5
TKT-0670,chat,168.0
TKT-0510,phone,105.2
TKT-1791,email,29.0
TKT-0752,chat,134.5
TKT-0366,phone,94.0
TKT-1016,chat,304.7
TKT-0368,phone,96.0
TKT-0844,chat,147.6
TKT-1482,email,68.2
TKT-1603,email,160.5
TKT-0498,phone,94.6
TKT-0603,chat,67.3
TKT-0652,chat,165.3
TKT-0103,phone,92.3
TKT-0696,chat,58.7
TKT-1598,email,31.0
TKT-1131,chat,97.7
TKT-0244,phone,70.9
TKT-0538,phone,87.7
TKT-1597,email,330.4
TKT-0558,phone,87.9
TKT-0171,phone,78.9
TKT-0372,phone,72.5
TKT-0717,chat,110.9
TKT-0567,phone,44.0
TKT-0407,phone,71.5
TKT-1038,chat,40.3
TKT-1641,email,62.7
TKT-1405,email,28.4
TKT-0494,phone,83.7
TKT-1770,email,32.1
TKT-0901,chat,96.8
TKT-0931,chat,84.6
TKT-0984,chat,66.4
TKT-0860,chat,42.2
TKT-1266,email,30.9
TKT-0493,phone,83.7
TKT-0004,phone,106.1
TKT-0582,phone,103.3
TKT-0837,chat,101.6
TKT-0311,phone,101.0
TKT-0966,chat,30.0
TKT-0626,chat,102.5
TKT-0639,chat,74.3
TKT-1179,chat,105.5
TKT-0157,phone,88.9
TKT-0504,phone,75.5
TKT-0667,chat,44.3
TKT-1298,email,152.8
TKT-1338,email,143.6
TKT-0535,phone,107.1
TKT-1741,email,35.8
TKT-0732,chat,72.8
TKT-0079,phone,79.9
TKT-1694,email,37.2
TKT-0014,phone,77.0
TKT-0328,phone,87.3
TKT-1445,email,41.8
TKT-0588,phone,63.7
TKT-0021,phone,70.9
TKT-0232,phone,107.3
TKT-0466,phone,76.9
TKT-0437,phone,73.1
TKT-1294,email,46.8
TKT-0544,phone,108.2
TKT-1068,chat,112.1
TKT-1055,chat,65.3
TKT-0606,chat,119.5
TKT-1654,email,96.6
TKT-1090,chat,68.3
TKT-0676,chat,55.9
TKT-0750,chat,52.6
TKT-0998,chat,80.0
TKT-0186,phone,87.6
TKT-0655,chat,101.2
TKT-1513,email,29.8
TKT-0886,chat,69.2
TKT-1383,email,194.7
TKT-0766,chat,92.4
TKT-0037,phone,90.5
TKT-1571,email,217.3
TKT-1242,email,29.8
TKT-1005,chat,51.2
TKT-0730,chat,51.4
TKT-0304,phone,83.9
TKT-0907,chat,85.7
TKT-0904,chat,64.6
TKT-1231,email,34.5
TKT-0091,phone,105.9
TKT-1272,email,306.8
TKT-1119,chat,122.8
TKT-1546,email,65.9
TKT-1292,email,106.0
TKT-0495,phone,91.5
TKT-0279,phone,90.6
TKT-1514,email,48.4
TKT-1313,email,61.4
TKT-0948,chat,84.6
TKT-1259,email,156.3
TKT-1403,email,44.1
TKT-0983,chat,57.9
TKT-0629,chat,61.6
TKT-0916,chat,34.0
TKT-0327,phone,96.2
TKT-0987,chat,186.8
TKT-0643,chat,67.0
TKT-0351,phone,87.0
TKT-1524,email,46.2
TKT-0595,phone,83.8
TKT-0724,chat,43.6
TKT-1604,email,36.3
TKT-0385,phone,95.8
TKT-1152,chat,97.1
TKT-0863,chat,110.9
TKT-1719,email,105.1
TKT-0630,chat,58.5
TKT-0222,phone,80.0
TKT-0088,phone,125.0
TKT-0711,chat,199.1
TKT-1171,chat,61.0
TKT-0604,chat,121.4
TKT-0599,phone,97.7
TKT-1361,email,29.7
TKT-0236,phone,114.0
TKT-1139,chat,116.8
TKT-0007,phone,95.3
TKT-1373,email,112.9
TKT-0329,phone,77.5
TKT-0432,phone,92.7
TKT-1555,email,142.7
TKT-0064,phone,103.6
TKT-0256,phone,69.0
TKT-0386,phone,108.7
TKT-1589,email,91.3
TKT-1054,chat,150.4
TKT-1601,email,34.3
TKT-0316,phone,83.5
TKT-0689,chat,70.9
TKT-1561,email,36.7
TKT-0847,chat,178.7
TKT-0435,phone,82.7
TKT-1271,email,60.3
TKT-0654,chat,55.0
TKT-1491,email,26.2
TKT-1207,email,162.1
TKT-0874,chat,71.8
TKT-1181,chat,73.7
TKT-0685,chat,35.9
TKT-1208,email,28.5
TKT-0442,phone,80.2
TKT-1629,email,128.3
TKT-0914,chat,58.7
TKT-0867,chat,78.8
TKT-1127,chat,78.6
TKT-0085,phone,88.7
TKT-0865,chat,76.4
TKT-0035,phone,82.6
TKT-1122,chat,194.2
TKT-0190,phone,109.7
TKT-1645,email,176.9
TKT-0537,phone,108.1
TKT-1726,email,66.5
TKT-0427,phone,74.5
TKT-1318,email,89.1
TKT-0156,phone,74.0
TKT-1495,email,52.5
TKT-0509,phone,95.0
TKT-1527,email,183.6
TKT-1678,email,180.9
TKT-1442,email,70.7
TKT-0016,phone,98.1
TKT-0009,phone,63.7
TKT-1630,email,134.8
TKT-0467,phone,72.6
TKT-0371,phone,132.7
TKT-1745,email,90.5
TKT-0784,chat,110.6
TKT-0868,chat,55.7
TKT-1296,email,31.0
TKT-1237,email,25.3
TKT-1713,email,66.7
TKT-1732,email,81.5
TKT-0908,chat,73.1
TKT-1501,email,105.2
TKT-0011,phone,81.0
TKT-0452,phone,111.1
TKT-1528,email,127.5
TKT-1220,email,144.2
TKT-0661,chat,144.1
TKT-0195,phone,79.4
TKT-0607,chat,81.9
TKT-0252,phone,76.9
TKT-0260,phone,81.6
TKT-1435,email,52.8
TKT-1632,email,209.7
TKT-1588,email,101.2
TKT-1107,chat,146.3
TKT-0275,phone,92.8
TKT-0130,phone,62.7
TKT-0827,chat,167.1
TKT-1731,email,60.8
TKT-1788,email,39.3
TKT-0178,phone,89.5
TKT-0134,phone,72.7
TKT-1194,chat,68.4
TKT-1559,email,99.2
TKT-1486,email,57.5
TKT-0471,phone,106.8
TKT-0207,phone,105.8
TKT-0576,phone,81.5
TKT-0187,phone,89.0
TKT-0973,chat,52.5
TKT-1602,email,87.9
TKT-0094,phone,95.9
TKT-0939,chat,66.9
TKT-0920,chat,131.8
TKT-1032,chat,83.6
TKT-0247,phone,67.5
TKT-0475,phone,86.5
TKT-1672,email,38.8
TKT-0809,chat,113.4
TKT-1317,email,177.9
TKT-1616,email,35.2
TKT-0428,phone,82.6
TKT-0114,phone,94.5
TKT-1033,chat,118.6
TKT-0798,chat,68.5
TKT-0562,phone,66.6
TKT-0781,chat,97.7
TKT-1003,chat,42.6
TKT-0783,chat,66.4
TKT-1650,email,36.3
TKT-0631,chat,42.1
TKT-0158,phone,89.2
TKT-0503,phone,89.8
TKT-0463,phone,75.4
TKT-1323,email,132.9
TKT-1093,chat,120.3
TKT-0042,phone,89.3
TKT-0358,phone,92.1
TKT-1342,email,147.3
TKT-1264,email,75.3
TKT-1355,email,31.4
TKT-1024,chat,98.4
TKT-0391,phone,108.7
TKT-0087,phone,110.0
TKT-1510,email,94.0
TKT-0325,phone,101.9
TKT-0709,chat,59.8
TKT-0506,phone,94.6
TKT-0154,phone,84.9
TKT-0591,phone,61.9
TKT-0201,phone,94.2
TKT-1000,chat,83.1
TKT-0687,chat,53.3
TKT-0818,chat,120.4
TKT-1092,chat,101.4
TKT-0513,phone,62.2
TKT-1428,email,47.8
TKT-1136,chat,127.2
TKT-0726,chat,188.5
TKT-0151,phone,84.7
TKT-1667,email,51.2
TKT-1738,email,48.2
TKT-1187,chat,148.0
TKT-1453,email,51.3
TKT-0406,phone,94.1
TKT-0583,phone,68.9
TKT-0944,chat,107.8
TKT-0450,phone,65.5
TKT-0632,chat,61.1
TKT-0168,phone,88.9
TKT-0930,chat,60.6
TKT-1291,email,94.0
TKT-0861,chat,37.7
TKT-0770,chat,33.5
TKT-1197,chat,197.4
TKT-1686,email,117.9
TKT-1132,chat,55.1
TKT-1276,email,29.6
TKT-1519,email,122.8
TKT-1280,email,37.3
TKT-1219,email,119.1
TKT-1117,chat,95.8
TKT-1202,email,72.4
TKT-0515,phone,82.4
TKT-1652,email,158.4
TKT-1101,chat,64.2
TKT-1640,email,76.0
TKT-1722,email,28.9
TKT-1711,email,75.4
TKT-0553,phone,83.0
TKT-1702,email,130.4
TKT-0720,chat,51.5
TKT-1651,email,76.1
TKT-0211,phone,103.9
TKT-1734,email,102.8
TKT-0694,chat,116.8
TKT-0826,chat,159.0
TKT-1028,chat,51.3
TKT-1554,email,83.8
TKT-1078,chat,93.4
TKT-0458,phone,114.4
TKT-0097,phone,59.4
TKT-1529,email,35.7
TKT-0624,chat,54.5
TKT-1609,email,36.3
TKT-0118,phone,134.0
TKT-0651,chat,106.9
TKT-1214,email,78.1
TKT-1503,email,45.8
TKT-0516,phone,56.3
TKT-1375,email,49.4
TKT-0440,phone,77.8
TKT-1544,email,32.3
TKT-1583,email,60.0
TKT-1639,email,101.2
TKT-0792,chat,114.6
TKT-0026,phone,50.2
TKT-1331,email,174.3
TKT-0561,phone,60.1
TKT-0136,phone,77.3
TKT-1189,chat,88.2
TKT-1477,email,50.0
TKT-1705,email,133.1
TKT-1023,chat,132.9
TKT-1451,email,289.8
TKT-1797,email,93.0
TKT-0957,chat,104.7
TKT-0188,phone,54.7
TKT-1034,chat,100.6
TKT-1281,email,59.2
TKT-0906,chat,71.7
TKT-1096,chat,38.7
TKT-1303,email,118.4
TKT-0816,chat,85.1
TKT-0825,chat,78.2
TKT-0174,phone,102.4
TKT-1401,email,71.5
TKT-0206,phone,100.7
TKT-1051,chat,89.7
TKT-0662,chat,133.2
TKT-0049,phone,93.8
TKT-1200,chat,102.3
TKT-0278,phone,68.5
TKT-1224,email,83.9
TKT-0145,phone,84.1
TKT-1768,email,25.7
TKT-0416,phone,62.5
TKT-0238,phone,100.8
TKT-1534,email,95.5
TKT-1267,email,50.5
TKT-1465,email,69.3
TKT-1720,email,46.4
TKT-0101,phone,71.1
TKT-1660,email,105.8
TKT-0271,phone,91.2
TKT-0742,chat,73.5
TKT-1547,email,125.7
TKT-0203,phone,69.0
TKT-1065,chat,51.0
TKT-0303,phone,101.0
TKT-0376,phone,52.8
TKT-1644,email,25.6
TKT-0055,phone,76.1
TKT-1218,email,118.4
TKT-0438,phone,86.5
TKT-1010,chat,61.9
TKT-1126,chat,55.5
TKT-1728,email,33.9
TKT-1661,email,112.7
TKT-1633,email,149.5
TKT-0212,phone,80.7
TKT-1385,email,116.3
TKT-0457,phone,74.7
TKT-0842,chat,64.1
TKT-1232,email,30.8
TKT-0978,chat,80.4
TKT-0547,phone,60.0
TKT-0555,phone,82.9
TKT-1333,email,147.1
TKT-0557,phone,110.1
TKT-0653,chat,92.4
TKT-0233,phone,95.0
TKT-0397,phone,96.3
TKT-0139,phone,93.3
TKT-0126,phone,116.8
TKT-1556,email,96.1
TKT-1115,chat,279.8
TKT-1587,email,114.2
TKT-1615,email,113.9
TKT-0015,phone,158.0
TKT-0840,chat,124.1
TKT-1019,chat,54.9
TKT-0179,phone,72.3
TKT-0830,chat,53.1
TKT-1733,email,25.1
TKT-1339,email,241.6
TKT-1708,email,59.1
TKT-1780,email,87.0
TKT-0204,phone,113.4
TKT-1162,chat,51.5
TKT-1193,chat,135.3
TKT-0993,chat,111.4
TKT-1301,email,33.9
TKT-1111,chat,88.4
TKT-0036,phone,91.8
TKT-1564,email,29.8
TKT-0022,phone,97.7
TKT-0793,chat,26.7
TKT-0239,phone,70.4
TKT-0318,phone,68.8
TKT-1412,email,168.7
TKT-1612,email,93.2
TKT-0862,chat,94.8
TKT-1447,email,72.6
TKT-1206,email,62.0
TKT-1248,email,155.9
TKT-0566,phone,82.5
TKT-0527,phone,93.0
TKT-0189,phone,113.7
TKT-0665,chat,48.7
TKT-0841,chat,76.7
TKT-1582,email,127.3
TKT-0905,chat,128.0
TKT-0563,phone,101.8
TKT-1380,email,155.3
TKT-0989,chat,51.3
TKT-0924,chat,78.2
TKT-1549,email,268.8
TKT-1565,email,63.4
TKT-0723,chat,110.0
TKT-1566,email,70.4
TKT-1256,email,46.1
TKT-1367,email,53.0
TKT-1755,email,116.2
TKT-0660,chat,146.8
TKT-0143,phone,98.6
TKT-0159,phone,88.2
TKT-1772,email,65.7
TKT-0152,phone,107.9
TKT-0616,chat,38.5
TKT-0946,chat,42.4
TKT-0148,phone,76.1
TKT-0638,chat,36.9
TKT-1430,email,72.7
TKT-1278,email,56.1
TKT-1312,email,95.1
TKT-1369,email,66.8
TKT-0686,chat,76.6
TKT-1243,email,179.0
TKT-0205,phone,100.5
TKT-0047,phone,90.1
TKT-0804,chat,66.5
TKT-1393,email,50.4
TKT-1056,chat,72.7
TKT-1273,email,34.6
TKT-0164,phone,95.7
TKT-0805,chat,133.3
TKT-1399,email,60.6
TKT-1060,chat,110.6
TKT-0208,phone,79.0
TKT-0949,chat,67.2
TKT-1551,email,153.2
TKT-1049,chat,114.3
TKT-0808,chat,44.7
TKT-0985,chat,105.9
TKT-1358,email,127.7
TKT-0226,phone,59.2
TKT-1635,email,161.5
TKT-1526,email,70.2
TKT-0734,chat,41.6
TKT-0999,chat,93.4
TKT-0672,chat,93.9
TKT-0524,phone,128.8
TKT-0348,phone,75.4
TKT-0706,chat,95.7
TKT-0025,phone,110.6
TKT-1153,chat,54.4
TKT-1750,email,155.4
TKT-1015,chat,168.7
TKT-0284,phone,88.5
TKT-0057,phone,99.6
TKT-1398,email,54.0
TKT-0390,phone,84.9
TKT-1124,chat,58.9
TKT-1786,email,156.2
TKT-1135,chat,90.8
TKT-1431,email,49.2
TKT-0423,phone,99.6
TKT-0610,chat,156.2
TKT-0261,phone,77.9
TKT-0950,chat,95.2
TKT-1348,email,128.3
TKT-1628,email,79.7
TKT-0220,phone,62.7
TKT-0331,phone,117.4
TKT-0349,phone,63.8
TKT-1504,email,236.6
TKT-0853,chat,59.1
TKT-0919,chat,30.3
TKT-1155,chat,73.4
TKT-0854,chat,91.9
TKT-0787,chat,90.0
TKT-1363,email,113.8
TKT-0892,chat,34.2
TKT-0674,chat,134.2
TKT-0169,phone,57.5
TKT-1213,email,28.6
TKT-1205,email,228.5
TKT-0276,phone,63.6
TKT-0953,chat,56.2
TKT-0881,chat,96.5
TKT-1523,email,27.3
TKT-1579,email,78.1
TKT-0594,phone,86.0
TKT-0774,chat,59.4
TKT-0937,chat,66.4
TKT-0006,phone,89.5
TKT-0497,phone,41.0
TKT-0627,chat,65.7
TKT-1671,email,74.1
TKT-0033,phone,100.7
TKT-0411,phone,98.4
TKT-0961,chat,65.5
TKT-1347,email,127.5
TKT-1775,email,27.6
TKT-0119,phone,108.4
TKT-1223,email,46.9
TKT-1319,email,208.3
TKT-0838,chat,68.3
TKT-0690,chat,106.4
TKT-1489,email,319.1
TKT-1072,chat,42.7
TKT-0430,phone,94.1
TKT-0090,phone,91.0
TKT-0835,chat,119.7
TKT-0046,phone,88.8
TKT-1777,email,25.4
TKT-0691,chat,54.7
TKT-0008,phone,114.6
TKT-1311,email,73.6
TKT-1265,email,104.0
TKT-1553,email,129.5
TKT-0646,chat,67.5
TKT-1176,chat,105.2
TKT-0628,chat,127.1
TKT-0517,phone,79.6
TKT-0098,phone,73.1
TKT-1751,email,62.9
TKT-1289,email,71.0
TKT-0746,chat,136.6
TKT-1081,chat,73.7
TKT-1353,email,63.5
TKT-0132,phone,69.3
TKT-0602,chat,56.6
TKT-0970,chat,101.6
TKT-1089,chat,75.0
TKT-1417,email,83.5
TKT-1382,email,129.3
TKT-0347,phone,83.7
TKT-0308,phone,91.2
TKT-1325,email,207.8
TKT-0802,chat,137.8
TKT-0580,phone,121.0
TKT-1479,email,39.1
TKT-0107,phone,83.7
TKT-0005,phone,95.4
TKT-0003,phone,98.2
TKT-0753,chat,53.3
TKT-1771,email,58.8
TKT-0330,phone,87.1
TKT-1020,chat,172.1
TKT-1737,email,116.5
TKT-0320,phone,108.1
TKT-1116,chat,48.8
TKT-0977,chat,164.2
TKT-1625,email,71.0
TKT-0050,phone,110.3
TKT-1411,email,43.6
TKT-0682,chat,66.6
TKT-0926,chat,73.3
TKT-1351,email,54.4
TKT-1700,email,88.1
TKT-0675,chat,40.8
TKT-0648,chat,109.1
TKT-1320,email,246.8
TKT-0823,chat,76.1
TKT-0614,chat,61.5
TKT-1619,email,135.4
TKT-1492,email,53.7
TKT-0710,chat,78.8
TKT-0038,phone,34.0
TKT-1053,chat,115.5
TKT-0779,chat,68.4
TKT-0702,chat,73.9
TKT-0224,phone,79.6
TKT-1462,email,111.0
TKT-0433,phone,88.6
TKT-1502,email,32.2
TKT-0574,phone,62.2
TKT-0388,phone,115.1
TKT-0153,phone,75.9
TKT-0549,phone,98.6
TKT-1476,email,97.5
TKT-1735,email,71.1
TKT-1574,email,46.8
TKT-1688,email,134.0
TKT-1288,email,198.6
TKT-0286,phone,98.4
TKT-0419,phone,98.3
TKT-1018,chat,68.6
TKT-0621,chat,106.3
TKT-0974,chat,141.2
TKT-1249,email,43.8
TKT-0362,phone,73.9
TKT-0449,phone,76.8
TKT-1112,chat,61.7
TKT-0697,chat,100.6
TKT-0301,phone,56.0
TKT-1413,email,48.6
TKT-1642,email,156.6
TKT-0935,chat,164.1
TKT-0803,chat,30.7
TKT-0113,phone,92.5
TKT-1379,email,30.2
TKT-0355,phone,77.4
TKT-1209,email,58.1
TKT-1230,email,44.5
TKT-0093,phone,117.7
TKT-0551,phone,106.6
TKT-1201,email,64.0
TKT-0444,phone,81.0
TKT-1140,chat,97.5
TKT-1025,chat,112.3
TKT-1307,email,113.3
TKT-0213,phone,102.4
TKT-1721,email,170.1
TKT-0354,phone,89.3
TKT-0536,phone,110.7
TKT-0782,chat,275.9
TKT-1095,chat,62.8
TKT-0531,phone,74.3
TKT-1540,email,121.7
TKT-0071,phone,105.9
TKT-0903,chat,167.9
TKT-0578,phone,112.3
TKT-0749,chat,50.8
TKT-1188,chat,94.7
TKT-1493,email,26.0
TKT-0601,chat,50.5
TKT-0519,phone,121.2
TKT-1785,email,133.2
TKT-0925,chat,109.4
TKT-1154,chat,60.8
TKT-1657,email,29.3
TKT-0647,chat,53.3
TKT-0492,phone,59.6
TKT-1444,email,28.3
TKT-0622,chat,78.7
